0,38.60509212
0.0002,38.82345006
0.0004,38.82345006
0.0006,38.89623604
0.0008,38.89623604
0.001,38.96902202
0.0012,38.89623604
0.0014,38.82345006
0.0016,38.96902202
0.0018,38.75066408
0.002,38.89623604
0.0022,38.6778781
0.0024,38.45952016
0.0026,38.82345006
0.0028,38.82345006
0.003,38.82345006
0.0032,38.75066408
0.0034,38.82345006
0.0036,38.82345006
0.0038,38.82345006
0.004,38.82345006
0.0042,38.96902202
0.0044,38.82345006
0.0046,38.82345006
0.0048,38.82345006
0.005,38.96902202
0.0052,38.82345006
0.0054,38.82345006
0.0056,38.96902202
0.0058,38.89623604
0.006,39.041808
0.0062,38.96902202
0.0064,38.89623604
0.0066,38.82345006
0.0068,38.89623604
0.007,38.82345006
0.0072,38.96902202
0.0074,38.82345006
0.0076,38.96902202
0.0078,38.96902202
0.008,38.89623604
0.0082,38.82345006
0.0084,39.11459398
0.0086,38.89623604
0.0088,38.96902202
0.009,38.82345006
0.0092,38.96902202
0.0094,38.82345006
0.0096,38.96902202
0.0098,38.82345006
0.01,38.82345006
0.0102,38.82345006
0.0104,38.6778781
0.0106,38.89623604
0.0108,38.82345006
0.011,38.96902202
0.0112,38.89623604
0.0114,39.041808
0.0116,38.96902202
0.0118,38.96902202
0.012,38.96902202
0.0122,39.11459398
0.0124,39.041808
0.0126,39.041808
0.0128,38.82345006
0.013,39.041808
0.0132,39.041808
0.0134,38.89623604
0.0136,39.041808
0.0138,38.96902202
0.014,38.96902202
0.0142,39.11459398
0.0144,38.75066408
0.0146,38.96902202
0.0148,38.96902202
0.015,38.89623604
0.0152,38.96902202
0.0154,38.96902202
0.0156,39.11459398
0.0158,39.11459398
0.016,39.11459398
0.0162,39.11459398
0.0164,39.041808
0.0166,39.11459398
0.0168,39.041808
0.017,39.041808
0.0172,39.11459398
0.0174,38.96902202
0.0176,39.33295192
0.0178,38.89623604
0.018,39.041808
0.0182,39.26016594
0.0184,39.18737996
0.0186,39.11459398
0.0188,39.11459398
0.019,39.18737996
0.0192,39.11459398
0.0194,39.18737996
0.0196,39.26016594
0.0198,39.26016594
0.02,39.26016594
0.0202,39.26016594
0.0204,39.33295192
0.0206,31.54485203
0.0208,39.4057379
0.021,39.33295192
0.0212,39.33295192
0.0214,39.47852388
0.0216,39.4057379
0.0218,39.33295192
0.022,39.55130987
0.0222,39.33295192
0.0224,39.33295192
0.0226,39.55130987
0.0228,39.76966781
0.023,39.62409585
0.0232,39.47852388
0.0234,39.55130987
0.0236,40.71588555
0.0238,39.62409585
0.024,39.69688183
0.0242,39.76966781
0.0244,39.55130987
0.0246,39.76966781
0.0248,39.62409585
0.025,39.69688183
0.0252,39.69688183
0.0254,39.62409585
0.0256,39.76966781
0.0258,39.69688183
0.026,39.76966781
0.0262,40.06081173
0.0264,39.62409585
0.0266,39.91523977
0.0268,39.76966781
0.027,39.98802575
0.0272,39.91523977
0.0274,39.91523977
0.0276,40.06081173
0.0278,39.98802575
0.028,39.91523977
0.0282,40.20638369
0.0284,39.98802575
0.0286,40.06081173
0.0288,40.06081173
0.029,40.06081173
0.0292,40.20638369
0.0294,40.13359771
0.0296,40.20638369
0.0298,40.06081173
0.03,40.27916967
0.0302,40.27916967
0.0304,40.13359771
0.0306,40.20638369
0.0308,40.20638369
0.031,40.06081173
0.0312,40.49752761
0.0314,40.42474163
0.0316,40.35195565
0.0318,40.20638369
0.032,40.42474163
0.0322,40.49752761
0.0324,40.27916967
0.0326,40.49752761
0.0328,40.93424349
0.033,40.49752761
0.0332,40.27916967
0.0334,40.57031359
0.0336,40.42474163
0.0338,40.49752761
0.034,40.42474163
0.0342,40.71588555
0.0344,40.35195565
0.0346,40.64309957
0.0348,40.57031359
0.035,40.64309957
0.0352,40.71588555
0.0354,40.78867153
0.0356,40.49752761
0.0358,40.42474163
0.036,40.57031359
0.0362,40.71588555
0.0364,40.49752761
0.0366,40.64309957
0.0368,40.86145751
0.037,40.64309957
0.0372,40.86145751
0.0374,40.71588555
0.0376,40.71588555
0.0378,40.71588555
0.038,40.86145751
0.0382,40.93424349
0.0384,40.86145751
0.0386,40.78867153
0.0388,41.44374535
0.039,41.00702947
0.0392,41.00702947
0.0394,40.93424349
0.0396,41.15260143
0.0398,40.93424349
0.04,41.15260143
0.0402,41.15260143
0.0404,41.07981545
0.0406,41.15260143
0.0408,41.15260143
0.041,41.00702947
0.0412,41.29817339
0.0414,41.22538741
0.0416,41.22538741
0.0418,41.29817339
0.042,41.15260143
0.0422,41.37095937
0.0424,41.37095937
0.0426,41.29817339
0.0428,41.66210329
0.043,41.58931731
0.0432,41.73488927
0.0434,41.58931731
0.0436,41.58931731
0.0438,41.66210329
0.044,41.58931731
0.0442,42.0260332
0.0444,41.51653133
0.0446,42.24439114
0.0448,41.88046123
0.045,41.73488927
0.0452,41.95324722
0.0454,42.0260332
0.0456,42.53553506
0.0458,42.0260332
0.046,42.0260332
0.0462,42.17160516
0.0464,42.17160516
0.0466,42.24439114
0.0468,42.0260332
0.047,42.31717712
0.0472,42.3899631
0.0474,41.88046123
0.0476,42.3899631
0.0478,42.53553506
0.048,41.80767525
0.0482,42.46274908
0.0484,42.46274908
0.0486,42.53553506
0.0488,42.53553506
0.049,42.60832104
0.0492,42.753893
0.0494,42.68110702
0.0496,42.68110702
0.0498,42.82667898
0.05,42.89946496
0.0502,42.97225094
0.0504,42.97225094
0.0506,42.97225094
0.0508,42.97225094
0.051,46.24762005
0.0512,43.33618084
0.0514,43.26339486
0.0516,43.26339486
0.0518,43.26339486
0.052,43.40896682
0.0522,43.26339486
0.0524,43.4817528
0.0526,43.4817528
0.0528,43.70011074
0.053,43.40896682
0.0532,43.55453878
0.0534,43.55453878
0.0536,43.70011074
0.0538,43.77289672
0.054,43.62732476
0.0542,44.06404064
0.0544,43.91846868
0.0546,44.06404064
0.0548,44.2096126
0.055,44.06404064
0.0552,44.28239858
0.0554,44.42797055
0.0556,44.35518456
0.0558,44.64632849
0.056,44.57354251
0.0562,44.79190045
0.0564,44.50075653
0.0566,44.64632849
0.0568,44.79190045
0.057,44.93747241
0.0572,45.01025839
0.0574,44.93747241
0.0576,45.15583035
0.0578,45.22861633
0.058,45.30140231
0.0582,45.59254623
0.0584,45.44697427
0.0586,45.59254623
0.0588,45.73811819
0.059,45.73811819
0.0592,45.88369015
0.0594,45.95647613
0.0596,45.88369015
0.0598,46.10204809
0.06,46.24762005
0.0602,46.8299079
0.0604,46.53876397
0.0606,46.53876397
0.0608,46.53876397
0.061,46.53876397
0.0612,46.90269388
0.0614,46.90269388
0.0616,46.8299079
0.0618,46.97547986
0.062,47.04826584
0.0622,47.26662378
0.0624,46.97547986
0.0626,47.41219574
0.0628,47.5577677
0.063,47.63055368
0.0632,47.63055368
0.0634,47.9216976
0.0636,47.33940976
0.0638,48.14005554
0.064,48.21284152
0.0642,48.43119946
0.0644,48.14005554
0.0646,48.35841348
0.0648,48.57677142
