Time_s,Thrust_N
0.051,95.05240677
0.0512,96.26558676
0.0514,97.23613075
0.0516,98.38865173
0.0518,99.78380872
0.052,101.1789657
0.0522,102.0888507
0.0524,103.4840077
0.0526,104.6365287
0.0528,106.1530036
0.053,107.3661836
0.0532,108.5187046
0.0534,110.0351796
0.0536,111.6729726
0.0538,113.0681296
0.054,114.4632865
0.0542,115.5551485
0.0544,117.4355775
0.0546,118.5274395
0.0548,120.2258915
0.055,121.4390714
0.0552,123.0162054
0.0554,124.5933394
0.0556,125.8065194
0.0558,127.3836534
0.056,129.2640824
0.0562,130.5379213
0.0564,131.9937373
0.0566,133.5708713
0.0568,135.6332773
0.057,137.2710703
0.0572,138.9088632
0.0574,140.5466562
0.0576,142.8516982
0.0578,144.3075142
0.058,146.1879431
0.0582,148.0077131
0.0584,149.9488011
0.0586,151.4046171
0.0588,153.1030691
0.059,154.983498
0.0592,156.68195
0.0594,158.805015
0.0596,160.746103
0.0598,162.3232369
0.06,164.5676199
0.0602,166.2660719
0.0604,168.2071599
0.0606,170.3302248
0.0608,172.3926308
0.061,174.5156958
0.0612,176.5781018
0.0614,178.7618257
0.0616,181.3095037
0.0618,183.1292737
0.062,185.3736567
0.0622,187.3754036
0.0624,189.9837406
0.0626,191.9854876
0.0628,194.5938245
0.063,196.7775485
0.0632,199.3252265
0.0634,201.5089505
0.0636,204.0566284
0.0638,206.3616704
0.064,208.9700074
0.0642,211.3357083
0.0644,213.8227273
0.0646,216.2490873
0.0648,218.9180832
0.065,221.3444432
0.0652,224.0134392
0.0654,226.6824352
0.0656,229.2301131
0.0658,231.8991091
0.066,234.5074461
0.0662,237.055124
0.0664,239.845438
0.0666,242.696411
0.0668,245.3654069
0.067,248.1557209
0.0672,250.8853759
0.0674,253.5543718
0.0676,256.5266628
0.0678,259.2563177
0.068,262.2892677
0.0682,265.3222177
0.0684,268.5371446
0.0686,271.5094356
0.0688,274.7243626
0.069,277.8179715
0.0692,281.0328985
0.0694,284.3691434
0.0696,287.6447294
0.0698,290.7383384
0.07,293.3466753
0.0702,296.9862153
0.0704,300.2618012
0.0706,303.5373872
0.0708,306.8736322
0.071,310.4525131
0.0712,314.0920531
0.0714,317.792252
0.0716,321.674428
0.0718,326.0418759
0.072,330.1666879
0.0722,333.8668868
0.0724,337.2637908
0.0726,340.4180587
0.0728,343.5723267
0.073,346.6659357
0.0732,350.0021806
0.0734,353.2777666
0.0736,356.4320346
0.0738,359.3436665
0.074,362.3159575
0.0742,364.6816584
0.0744,367.6539494
0.0746,370.3229454
0.0748,373.1132593
0.075,375.9642323
0.0752,378.3299333
0.0754,380.8169522
0.0756,379.7857493
0.0758,385.6696722
0.076,387.9747142
0.0762,390.1584381
0.0764,392.7061161
0.0766,394.8898401
0.0768,396.9522461
0.077,398.953993
0.0772,401.016399
0.0774,402.957487
0.0776,404.837916
0.0778,406.7790039
0.078,408.5381149
0.0782,410.2365669
0.0784,412.1169959
0.0786,413.3908348
0.0788,415.1499458
0.079,416.6057618
0.0792,417.8796008
0.0794,419.1534398
0.0796,420.3666198
0.0798,421.3978227
0.08,422.4896847
0.0802,423.7635237
0.0804,424.4307727
0.0806,425.1586807
0.0808,425.8865887
0.081,426.4931787
0.0812,426.0685657
0.0814,427.8276767
0.0816,428.3129487
0.0818,428.6769027
0.082,429.2228337
0.0822,429.5867876
0.0824,430.4360136
0.0826,431.4065576
0.0828,432.1951246
0.083,432.7410556
0.0832,433.5902816
0.0834,434.3181896
0.0836,435.3493926
0.0838,436.0773006
0.084,436.9871856
0.0842,437.4117986
0.0844,438.3216835
0.0846,439.0495915
0.0848,439.5955225
0.085,440.2627715
0.0852,440.9906795
0.0854,441.3546335
0.0856,441.9005645
0.0858,441.9612235
0.086,442.6891315
0.0862,442.9317675
0.0864,443.1744035
0.0866,443.0530855
0.0868,439.3528865
0.087,443.5383575
0.0872,443.4170395
0.0874,443.2957215
0.0876,443.3563805
0.0878,443.4170395
0.088,443.1744035
0.0882,443.1744035
0.0884,442.8104495
0.0886,443.0530855
0.0888,442.8711085
0.089,442.6891315
0.0892,442.8711085
0.0894,442.5071545
0.0896,442.5678135
0.0898,442.0218825
0.09,441.9005645
0.0902,441.9005645
0.0904,441.7792465
0.0906,441.4152925
0.0908,441.1726565
0.091,440.9906795
0.0912,440.6873845
0.0914,440.5054075
0.0916,440.2627715
0.0918,439.9594765
0.092,439.9594765
0.0922,439.6561815
0.0924,436.3805956
0.0926,439.3528865
0.0928,439.1709095
0.093,439.0495915
0.0932,439.0495915
0.0934,438.9282735
0.0936,438.8676145
0.0938,438.5643195
0.094,438.5036605
0.0942,438.3216835
0.0944,438.3216835
0.0946,438.2003655
0.0948,438.0790475
0.095,437.9577295
0.0952,437.9577295
0.0954,437.8970705
0.0956,437.7150935
0.0958,437.4724576
0.096,437.5331166
0.0962,437.6544345
0.0964,437.4117986
0.0966,437.6544345
0.0968,437.4117986
0.097,437.7757525
0.0972,437.8970705
0.0974,438.0790475
0.0976,438.3216835
0.0978,438.4430015
0.098,435.2280746
0.0982,439.1709095
0.0984,439.3528865
0.0986,439.5955225
0.0988,439.7774995
0.099,440.1414535
0.0992,440.3840895
0.0994,440.9300205
0.0996,441.4759515
0.0998,441.7792465
0.1,470.5551533
0.1002,470.9191073
0.1004,470.9918981
0.1006,471.6470153
0.1008,472.1565509
0.101,472.4477141
0.1012,473.1028313
0.1014,472.9572497
0.1016,473.2484129
0.1018,473.4667853
0.102,473.8307393
0.1022,474.7770197
0.1024,474.8498105
0.1026,475.1409737
0.1028,475.2137645
0.103,475.7233001
0.1032,476.1600449
0.1034,476.451208
0.1036,474.7770197
0.1038,477.1063252
0.104,477.3246976
0.1042,477.7614424
0.1044,477.907024
0.1046,478.4165596
0.1048,478.3437688
0.105,478.7805136
0.1052,478.998886
0.1054,479.0716768
0.1056,479.2172584
0.1058,479.0716768
0.106,478.998886
0.1062,478.9260952
0.1064,478.9260952
0.1066,479.0716768
0.1068,479.2172584
0.107,479.0716768
0.1072,479.0716768
0.1074,478.9260952
0.1076,479.4356308
0.1078,479.5812124
0.108,479.5812124
0.1082,479.6540032
0.1084,479.6540032
0.1086,479.5084216
0.1088,479.5084216
0.109,479.9451664
0.1092,479.5084216
0.1094,480.0179572
0.1096,480.090748
0.1098,479.9451664
0.11,480.1635388
0.1102,480.6730744
0.1104,480.454702
0.1106,480.6730744
0.1108,480.3091204
0.111,480.3819112
0.1112,480.3091204
0.1114,480.454702
0.1116,480.6730744
0.1118,480.9642376
0.112,481.4009824
0.1122,481.6921456
0.1124,481.8377272
0.1126,482.4200536
0.1128,482.7112168
0.113,483.0751708
0.1132,483.4391248
0.1134,483.730288
0.1136,484.2398236
0.1138,483.8030788
0.114,483.9486604
0.1142,484.3126144
0.1144,484.1670328
0.1146,484.5309868
0.1148,484.1670328
0.115,484.2398236
0.1152,484.1670328
0.1154,484.0214512
0.1156,484.094242
0.1158,483.9486604
0.116,484.1670328
0.1162,484.3126144
0.1164,484.1670328
0.1166,484.458196
0.1168,484.5309868
0.117,484.7493591
0.1172,484.8949407
0.1174,484.9677315
0.1176,485.3316855
0.1178,485.2588947
0.118,485.6956395
0.1182,485.9868027
0.1184,486.0595935
0.1186,486.2779659
0.1188,486.4235475
0.119,486.7147107
0.1192,487.2242463
0.1194,487.9521543
0.1196,488.0249451
0.1198,487.9521543
0.12,488.1705267
0.1202,488.3161083
0.1204,488.3888991
0.1206,488.2433175
0.1208,488.6072715
0.121,488.6072715
0.1212,488.7528531
0.1214,489.1168071
0.1216,489.9175059
0.1218,490.1358783
0.122,489.7719243
0.1222,489.9175059
0.1224,489.9902967
0.1226,490.5726231
0.1228,490.4270415
0.123,489.9902967
0.1232,490.2086691
0.1234,489.9175059
0.1236,490.2086691
0.1238,490.4270415
0.124,490.7909955
0.1242,491.1549495
0.1244,491.5189035
0.1246,492.0284391
0.1248,492.2468115
0.125,492.6835562
0.1252,492.8291378
0.1254,492.9747194
0.1256,493.1930918
0.1258,493.3386734
0.126,493.7026274
0.1262,493.3386734
0.1264,493.1930918
0.1266,493.1930918
0.1268,493.120301
0.127,493.1930918
0.1272,493.1930918
0.1274,492.9019286
0.1276,493.0475102
0.1278,493.484255
0.128,493.848209
0.1282,494.212163
0.1284,494.5033262
0.1286,494.576117
0.1288,495.304025
0.129,495.5223974
0.1292,496.2503054
0.1294,496.5414686
0.1296,496.8326318
0.1298,496.395887
0.13,496.6142594
0.1302,496.9782134
0.1304,496.9782134
0.1306,497.6333306
0.1308,497.9972846
0.131,497.9972846
0.1312,498.7251926
0.1314,499.0163558
0.1316,500.035427
0.1318,500.1082178
0.132,500.2537994
0.1322,499.8898454
0.1324,499.5986822
0.1326,499.4531006
0.1328,499.0163558
0.133,498.7979834
0.1332,498.2884478
0.1334,497.7789122
0.1336,497.9244938
0.1338,498.215657
0.134,498.215657
0.1342,498.4340294
0.1344,498.4340294
0.1346,498.579611
0.1348,498.6524018
0.135,498.8707742
0.1352,498.7979834
0.1354,498.3612386
0.1356,498.7251926
0.1358,499.0163558
0.136,499.4531006
0.1362,499.8170546
0.1364,499.4531006
0.1366,500.035427
0.1368,500.5449626
0.137,501.1272889
0.1372,501.9279877
0.1374,501.6368245
0.1376,501.9279877
0.1378,501.7824061
0.138,502.1463601
0.1382,502.2191509
0.1384,502.0735693
0.1386,501.8551969
0.1388,501.2728705
0.139,500.8361257
0.1392,500.6905442
0.1394,500.5449626
0.1396,499.8898454
0.1398,499.7442638
0.14,500.035427
0.1402,500.1082178
0.1404,499.8170546
0.1406,499.7442638
0.1408,500.035427
0.141,500.1082178
0.1412,500.5449626
0.1414,500.399381
0.1416,500.6905442
0.1418,500.8361257
0.142,501.0544981
0.1422,501.9279877
0.1424,502.3647325
0.1426,502.8014773
0.1428,503.0198497
0.143,503.3110129
0.1432,503.9661301
0.1434,504.1845025
0.1436,504.2572933
0.1438,504.3300841
0.144,504.6940381
0.1442,505.1307829
0.1444,505.4219461
0.1446,505.7131093
0.1448,505.5675277
0.145,505.7131093
0.1452,505.4219461
0.1454,505.7131093
0.1456,505.7859001
0.1458,504.9852013
0.146,504.9124105
0.1462,504.6212473
0.1464,504.5484565
0.1466,504.5484565
0.1468,504.5484565
0.147,504.0389209
0.1472,504.0389209
0.1474,503.8933393
0.1476,503.6749669
0.1478,503.5293853
0.148,504.1117117
0.1482,503.9661301
0.1484,504.6940381
0.1486,504.8396197
0.1488,505.2763645
0.149,504.9852013
0.1492,505.3491553
0.1494,505.2763645
0.1496,505.7131093
0.1498,505.7131093
0.15,505.5675277
0.1502,505.5675277
0.1504,506.2954357
0.1506,506.9505529
0.1508,506.8777621
0.151,506.6593897
0.1512,506.8049713
0.1514,506.5138081
0.1516,506.5138081
0.1518,505.9314817
0.152,505.9314817
0.1522,505.3491553
0.1524,505.1307829
0.1526,504.8396197
0.1528,504.8396197
0.153,504.4028749
0.1532,503.9661301
0.1534,503.6749669
0.1536,503.6021761
0.1538,503.6749669
0.154,503.2382221
0.1542,503.6749669
0.1544,503.8205485
0.1546,504.0389209
0.1548,504.2572933
0.155,504.7668289
0.1552,504.7668289
0.1554,505.0579921
0.1556,505.1307829
0.1558,505.3491553
0.156,505.4947369
0.1562,505.7131093
0.1564,505.7859001
0.1566,506.4410173
0.1568,506.9505529
0.157,507.1689253
0.1572,507.3145069
0.1574,507.3145069
0.1576,507.3145069
0.1578,506.7321805
0.158,506.8049713
0.1582,506.6593897
0.1584,506.2226449
0.1586,505.9314817
0.1588,505.2763645
0.159,505.1307829
0.1592,504.8396197
0.1594,504.1845025
0.1596,503.6021761
0.1598,503.1654313
0.16,502.2919417
0.1602,501.3456613
0.1604,500.763335
0.1606,500.5449626
0.1608,500.6905442
0.161,501.2000797
0.1612,501.7824061
0.1614,503.0926405
0.1616,503.7477577
0.1618,504.9124105
0.162,505.7859001
0.1622,506.6593897
0.1624,507.3145069
0.1626,507.6784609
0.1628,508.1879965
0.163,508.3335781
0.1632,508.5519505
0.1634,508.7703229
0.1636,508.9886952
0.1638,508.9886952
0.164,508.6975321
0.1642,508.4791597
0.1644,508.1879965
0.1646,507.7512517
0.1648,507.1689253
0.165,506.8049713
0.1652,506.2226449
0.1654,505.7859001
0.1656,504.9852013
0.1658,504.4028749
0.166,503.8933393
0.1662,503.8933393
0.1664,503.6749669
0.1666,503.3110129
0.1668,503.8205485
0.167,503.3838037
0.1672,503.3110129
0.1674,503.7477577
0.1676,504.2572933
0.1678,504.5484565
0.168,505.2763645
0.1682,505.5675277
0.1684,505.7859001
0.1686,506.5865989
0.1688,506.9505529
0.169,507.6056701
0.1692,508.1152057
0.1694,508.8431137
0.1696,509.42544
0.1698,510.0077664
0.17,509.7166032
0.1702,509.4982308
0.1704,509.6438124
0.1706,509.42544
0.1708,508.9159044
0.171,508.3335781
0.1712,507.3872977
0.1714,506.8049713
0.1716,505.7131093
0.1718,505.4219461
0.172,504.5484565
0.1722,503.6749669
0.1724,502.8014773
0.1726,502.2191509
0.1728,501.6368245
0.173,501.0544981
0.1732,500.6905442
0.1734,500.8361257
0.1736,501.1272889
0.1738,501.4912429
0.174,501.9279877
0.1742,502.5103141
0.1744,503.3110129
0.1746,504.3300841
0.1748,505.4219461
0.175,506.0042725
0.1752,506.5138081
0.1754,507.0233437
0.1756,507.3872977
0.1758,508.4063689
0.176,508.9886952
0.1762,509.2070676
0.1764,509.3526492
0.1766,509.9349756
0.1768,510.5900928
0.177,510.2989296
0.1772,510.0805572
0.1774,509.4982308
0.1776,508.9886952
0.1778,508.4063689
0.178,507.8968333
0.1782,507.0961345
0.1784,505.7131093
0.1786,504.6940381
0.1788,503.8933393
0.179,502.8014773
0.1792,502.0735693
0.1794,500.763335
0.1796,499.5986822
0.1798,498.8707742
0.18,498.5068202
0.1802,498.3612386
0.1804,498.3612386
0.1806,498.3612386
0.1808,498.8707742
0.181,499.8898454
0.1812,500.6177534
0.1814,501.8551969
0.1816,502.3647325
0.1818,503.6749669
0.182,504.6940381
0.1822,505.7131093
0.1824,506.6593897
0.1826,507.1689253
0.1828,507.8968333
0.183,508.4063689
0.1832,508.9886952
0.1834,509.2070676
0.1836,509.2070676
0.1838,508.9886952
0.184,508.1879965
0.1842,508.2607873
0.1844,507.3145069
0.1846,506.5865989
0.1848,505.7859001
0.185,504.6212473
0.1852,503.6021761
0.1854,502.8014773
0.1856,501.7824061
0.1858,500.9817073
0.186,499.8898454
0.1862,498.7979834
0.1864,497.9244938
0.1866,496.9782134
0.1868,496.2503054
0.187,495.4496066
0.1872,495.304025
0.1874,495.5951882
0.1876,495.5951882
0.1878,496.1775146
0.188,496.9782134
0.1882,498.0700754
0.1884,499.3803098
0.1886,500.1082178
0.1888,501.4912429
0.189,502.8014773
0.1892,503.7477577
0.1894,504.6940381
0.1896,505.7131093
0.1898,506.5865989
0.19,507.3145069
0.1902,507.7512517
0.1904,508.6975321
0.1906,508.4063689
0.1908,508.1879965
0.191,507.8968333
0.1912,507.2417161
0.1914,506.3682265
0.1916,505.3491553
0.1918,504.1845025
0.192,503.0926405
0.1922,501.8551969
0.1924,500.763335
0.1926,499.3803098
0.1928,498.215657
0.193,496.5414686
0.1932,494.8672802
0.1934,493.7754182
0.1936,492.6107655
0.1938,491.5189035
0.194,490.7182047
0.1942,490.2814599
0.1944,490.3542507
0.1946,490.8637863
0.1948,491.6644851
0.195,492.9019286
0.1952,494.212163
0.1954,495.8135606
0.1956,497.4149582
0.1958,499.0163558
0.196,501.0544981
0.1962,501.6368245
0.1964,503.3110129
0.1966,503.9661301
0.1968,505.4219461
0.197,506.2226449
0.1972,506.5865989
0.1974,507.3145069
0.1976,507.5328793
0.1978,507.8968333
0.198,507.5328793
0.1982,507.2417161
0.1984,506.3682265
0.1986,505.6403185
0.1988,504.8396197
0.199,503.3838037
0.1992,502.1463601
0.1994,500.9817073
0.1996,499.9626362
0.1998,498.943565
0.2,497.7789122
0.2002,496.9054226
0.2004,495.8863514
0.2006,494.7216986
0.2008,494.4305354
0.201,494.0665814
0.2012,493.6298366
0.2014,493.9209998
0.2016,493.7026274
0.2018,495.0128618
0.202,496.031933
0.2022,497.3421674
0.2024,499.0163558
0.2026,500.2537994
0.2028,502.0007785
0.203,503.3110129
0.2032,504.5484565
0.2034,505.6403185
0.2036,506.5138081
0.2038,507.3872977
0.204,507.8968333
0.2042,508.4063689
0.2044,508.4791597
0.2046,508.8431137
0.2048,508.4063689
0.205,508.5519505
0.2052,507.9696241
0.2054,507.4600885
0.2056,506.2226449
0.2058,505.2035737
0.206,503.4565945
0.2062,502.1463601
0.2064,501.0544981
0.2066,499.5986822
0.2068,498.7979834
0.207,497.5605398
0.2072,497.0510042
0.2074,496.4686778
0.2076,496.1047238
0.2078,496.2503054
0.208,496.1047238
0.2082,496.9782134
0.2084,497.487749
0.2086,498.3612386
0.2088,499.307519
0.209,500.6177534
0.2092,501.7824061
0.2094,503.2382221
0.2096,504.5484565
0.2098,505.9314817
0.21,506.5865989
0.2102,507.7512517
0.2104,508.6975321
0.2106,509.5710216
0.2108,509.7166032
0.211,509.8621848
0.2112,510.0077664
0.2114,509.8621848
0.2116,509.3526492
0.2118,508.6975321
0.212,508.1152057
0.2122,507.0961345
0.2124,506.2226449
0.2126,504.6212473
0.2128,503.6021761
0.213,502.5103141
0.2132,501.0544981
0.2134,499.8898454
0.2136,498.7251926
0.2138,497.851703
0.214,497.2693766
0.2142,496.8326318
0.2144,496.9782134
0.2146,497.3421674
0.2148,498.4340294
0.215,499.2347282
0.2152,500.6905442
0.2154,501.7824061
0.2156,502.5103141
0.2158,504.2572933
0.216,505.2763645
0.2162,506.2226449
0.2164,507.1689253
0.2166,507.9696241
0.2168,508.6247413
0.217,509.8621848
0.2172,510.2261388
0.2174,510.517302
0.2176,510.6628836
0.2178,510.4445112
0.218,510.4445112
0.2182,509.8621848
0.2184,508.6975321
0.2186,507.9696241
0.2188,506.7321805
0.219,505.7131093
0.2192,504.6940381
0.2194,503.4565945
0.2196,502.1463601
0.2198,501.0544981
0.22,500.1082178
0.2202,499.3803098
0.2204,498.7979834
0.2206,498.3612386
0.2208,498.3612386
0.221,498.6524018
0.2212,498.8707742
0.2214,499.9626362
0.2216,500.6177534
0.2218,501.6368245
0.222,503.0198497
0.2222,504.0389209
0.2224,505.2763645
0.2226,506.3682265
0.2228,507.3145069
0.223,508.1152057
0.2232,508.9886952
0.2234,509.7166032
0.2236,510.0077664
0.2238,509.9349756
0.224,509.789394
0.2242,509.2070676
0.2244,508.7703229
0.2246,508.0424149
0.2248,506.8777621
0.225,505.7131093
0.2252,504.4028749
0.2254,503.2382221
0.2256,501.7824061
0.2258,500.5449626
0.226,499.4531006
0.2262,498.2884478
0.2264,497.3421674
0.2266,496.5414686
0.2268,496.3230962
0.227,496.395887
0.2272,496.4686778
0.2274,497.4149582
0.2276,498.3612386
0.2278,499.0163558
0.228,500.1810086
0.2282,501.2000797
0.2284,502.5831049
0.2286,503.6021761
0.2288,504.8396197
0.229,506.0770633
0.2292,506.7321805
0.2294,507.7512517
0.2296,507.8240425
0.2298,508.6975321
0.23,508.6975321
0.2302,508.9159044
0.2304,508.4791597
0.2306,508.3335781
0.2308,507.4600885
0.231,506.5865989
0.2312,505.5675277
0.2314,504.1845025
0.2316,502.5103141
0.2318,501.1272889
0.232,499.5986822
0.2322,497.9244938
0.2324,497.0510042
0.2326,496.1047238
0.2328,495.667979
0.233,495.5223974
0.2332,495.304025
0.2334,495.667979
0.2336,496.5414686
0.2338,497.5605398
0.234,498.5068202
0.2342,499.7442638
0.2344,500.8361257
0.2346,502.2919417
0.2348,503.4565945
0.235,504.8396197
0.2352,506.2954357
0.2354,507.3145069
0.2356,508.0424149
0.2358,508.5519505
0.236,509.1342768
0.2362,509.2798584
0.2364,509.2798584
0.2366,509.2070676
0.2368,508.5519505
0.237,508.4063689
0.2372,507.2417161
0.2374,506.3682265
0.2376,505.1307829
0.2378,503.6021761
0.238,502.7286865
0.2382,501.2728705
0.2384,499.9626362
0.2386,499.1619374
0.2388,498.5068202
0.239,497.7789122
0.2392,497.487749
0.2394,497.123795
0.2396,497.1965858
0.2398,497.487749
0.24,498.215657
0.2402,499.1619374
0.2404,500.1810086
0.2406,501.0544981
0.2408,502.0735693
0.241,503.6021761
0.2412,504.5484565
0.2414,505.7131093
0.2416,506.8049713
0.2418,507.6056701
0.242,508.5519505
0.2422,509.1342768
0.2424,509.5710216
0.2426,509.9349756
0.2428,509.5710216
0.243,509.789394
0.2432,509.42544
0.2434,508.9159044
0.2436,507.8968333
0.2438,506.6593897
0.244,505.5675277
0.2442,504.1845025
0.2444,502.8742681
0.2446,501.5640337
0.2448,500.1810086
0.245,499.3803098
0.2452,498.215657
0.2454,497.7789122
0.2456,497.1965858
0.2458,497.1965858
0.246,497.487749
0.2462,497.6333306
0.2464,498.5068202
0.2466,499.1619374
0.2468,500.1082178
0.247,500.9089165
0.2472,502.0735693
0.2474,503.0198497
0.2476,503.8933393
0.2478,504.6940381
0.248,505.4219461
0.2482,506.0770633
0.2484,506.8049713
0.2486,507.3145069
0.2488,507.6784609
0.249,507.7512517
0.2492,507.1689253
0.2494,506.9505529
0.2496,506.5138081
0.2498,505.9314817
0.25,504.9852013
0.2502,503.6021761
0.2504,502.2919417
0.2506,501.1272889
0.2508,499.8898454
0.251,498.579611
0.2512,497.4149582
0.2514,496.1047238
0.2516,495.667979
0.2518,495.1584434
0.252,495.304025
0.2522,495.2312342
0.2524,495.4496066
0.2526,496.1047238
0.2528,496.759841
0.253,497.9244938
0.2532,498.4340294
0.2534,499.307519
0.2536,500.6177534
0.2538,501.4912429
0.254,502.5831049
0.2542,503.3110129
0.2544,504.0389209
0.2546,504.6212473
0.2548,504.8396197
0.255,505.4947369
0.2552,505.5675277
0.2554,505.2763645
0.2556,504.8396197
0.2558,504.2572933
0.256,503.6749669
0.2562,502.8014773
0.2564,501.4912429
0.2566,500.6177534
0.2568,499.0163558
0.257,498.0700754
0.2572,496.8326318
0.2574,496.031933
0.2576,495.0856526
0.2578,494.212163
0.258,494.3577446
0.2582,493.9209998
0.2584,494.212163
0.2586,494.5033262
0.2588,494.576117
0.259,495.667979
0.2592,496.031933
0.2594,497.0510042
0.2596,497.6333306
0.2598,498.7251926
0.26,499.8170546
